budget,ablation_strategy,assigned_locations,escalations_discovered,precision,recall,mean_predicted_risk,total_distance,mean_distance,median_distance,maximum_distance,mean_workload,workload_std,workload_imbalance,compatible_assignments,incompatible_assignments
0.05,A_Risk_only,65,18,0.27692307692307694,0.0962566844919786,0.9903875878461538,496.81255796370306,7.6432701225185085,5.316540852560434,32.59736593097994,3.230769230769231,1.474775336317146,0.45647808028864045,65,0
0.05,C_Risk_distance_workload,65,18,0.27692307692307694,0.0962566844919786,0.9903875878461538,496.355502444342,7.636238499143723,6.841836650053579,34.98231119927144,3.0307692307692307,1.6360927360484139,0.5398275525032837,65,0
0.1,A_Risk_only,131,28,0.21374045801526717,0.06263982102908278,0.9754866638167939,1203.4325183272072,9.186507773490131,7.553114102593951,32.59736593097994,3.6564885496183206,1.581350141656143,0.4324778049205736,131,0
0.1,C_Risk_distance_workload,131,28,0.21374045801526717,0.06263982102908278,0.9754866638167939,1092.3425712598087,8.33849291038022,7.252977848191639,33.93915367638893,3.633587786259542,1.5099183686058923,0.41554476110792415,131,0
0.2,A_Risk_only,293,62,0.21160409556313994,0.06731813246471227,0.9869721802047782,2952.0943270736384,10.075407259636991,7.379879206986396,37.99209994305729,4.030716723549488,1.4095296153041488,0.3496970171753731,293,0
0.2,C_Risk_distance_workload,293,62,0.21160409556313994,0.06731813246471227,0.9869721802047782,2567.833004626151,8.763935169372528,7.076998662383879,38.26983546022678,4.085324232081911,1.3941373250576434,0.3412550010375017,293,0
